date,store,item,inventory_position,reorder_point,target_inventory,recommended_order_qty,arrival_date
2018-01-19,2,39,365.93,390.95,785.19,420.0,2018-01-26
2018-01-28,2,39,355.50000000000006,408.77,803.01,448.0,2018-02-04
2018-02-06,2,39,375.8,416.19,810.4300000000001,435.0,2018-02-13
2018-02-14,2,39,414.63000000000005,424.18,818.42,404.0,2018-02-21
2018-02-22,2,39,411.1500000000001,434.1,828.34,418.0,2018-03-01
2018-03-01,2,39,461.96000000000004,488.05,882.29,421.0,2018-03-08
2018-03-08,2,39,461.82000000000005,485.11,879.35,418.0,2018-03-15
2018-03-15,2,39,461.60000000000014,486.25,880.49,419.0,2018-03-22
2018-03-22,2,39,461.2600000000001,486.03,880.27,420.0,2018-03-29
2018-03-30,2,39,397.44000000000017,461.16,855.4,458.0,2018-04-06
2018-01-01,2,40,240.54,262.52,526.8499999999999,287.0,2018-01-08
2018-01-10,2,40,252.85000000000002,273.52,537.8399999999999,285.0,2018-01-17
2018-01-19,2,40,242.69,276.72,541.04,299.0,2018-01-26
2018-01-27,2,40,275.40000000000003,283.93,548.25,273.0,2018-02-03
2018-02-04,2,40,269.79,293.89,558.21,289.0,2018-02-11
2018-02-12,2,40,283.95,299.23,563.55,280.0,2018-02-19
2018-02-20,2,40,278.35,294.11,558.4300000000001,281.0,2018-02-27
2018-02-27,2,40,312.23,338.86,603.19,291.0,2018-03-06
2018-03-06,2,40,311.38,341.26,605.5899999999999,295.0,2018-03-13
2018-03-13,2,40,312.11,338.78,603.11,291.0,2018-03-20
2018-03-20,2,40,311.32,340.96,605.29,294.0,2018-03-27
2018-03-28,2,40,271.91,311.3,575.62,304.0,2018-04-04
2018-01-01,2,41,178.92999999999998,189.21,385.92,207.0,2018-01-08
2018-01-11,2,41,170.48999999999998,190.41,387.11,217.0,2018-01-18
2018-01-20,2,41,185.32000000000002,190.17,386.87,202.0,2018-01-27
2018-01-29,2,41,190.2,200.17,396.87,207.0,2018-02-05
2018-02-07,2,41,187.86999999999998,204.29,401.0,214.0,2018-02-14
2018-02-16,2,41,184.26999999999998,206.94,403.64,220.0,2018-02-23
2018-02-24,2,41,206.35,220.14,416.84000000000003,211.0,2018-03-03
2018-03-03,2,41,233.36999999999998,238.16,434.86,202.0,2018-03-10
2018-03-10,2,41,233.38,236.02,432.73,200.0,2018-03-17
2018-03-17,2,41,233.51000000000002,237.9,434.61,202.0,2018-03-24
2018-03-24,2,41,233.76000000000005,237.42,434.13,201.0,2018-03-31
2018-01-01,2,42,303.48,354.95,688.71,386.0,2018-01-08
2018-01-10,2,42,315.40999999999997,348.13,681.89,367.0,2018-01-17
2018-01-18,2,42,350.59,350.66,684.42,334.0,2018-01-25
2018-01-26,2,42,346.0299999999999,359.81,693.5699999999999,348.0,2018-02-02
2018-02-03,2,42,340.89999999999986,380.64,714.4,374.0,2018-02-10
2018-02-11,2,42,337.49999999999983,383.43,717.18,380.0,2018-02-18
2018-02-19,2,42,354.39999999999986,384.21,717.96,364.0,2018-02-26
2018-02-26,2,42,391.72999999999985,428.42,762.18,371.0,2018-03-05
2018-03-04,2,42,435.65999999999985,441.3,775.06,340.0,2018-03-11
2018-03-11,2,42,391.8799999999999,446.01,779.76,388.0,2018-03-18
2018-03-18,2,42,391.40999999999997,446.78,780.53,390.0,2018-03-25
2018-03-26,2,42,348.70000000000005,391.32,725.08,377.0,2018-04-02
2018-01-01,2,43,419.31,467.26,929.8199999999999,511.0,2018-01-08
2018-01-10,2,43,434.65,464.95,927.51,493.0,2018-01-17
2018-01-19,2,43,423.11999999999995,468.1,930.6600000000001,508.0,2018-01-26
2018-01-27,2,43,475.8599999999999,482.02,944.5699999999999,469.0,2018-02-03
2018-02-04,2,43,465.7799999999999,502.09,964.6400000000001,499.0,2018-02-11
2018-02-12,2,43,489.5699999999998,513.1,975.6500000000001,487.0,2018-02-19
2018-02-20,2,43,481.4599999999998,511.19,973.74,493.0,2018-02-27
2018-02-27,2,43,538.7499999999999,569.35,1031.91,494.0,2018-03-06
2018-03-06,2,43,538.8599999999999,587.96,1050.51,512.0,2018-03-13
2018-03-13,2,43,538.38,586.72,1049.27,511.0,2018-03-20
2018-03-20,2,43,538.14,585.85,1048.41,511.0,2018-03-27
2018-03-28,2,43,470.78,538.05,1000.5999999999999,530.0,2018-04-04
2018-01-01,2,44,241.0,268.59,534.17,294.0,2018-01-08
2018-01-10,2,44,253.62000000000006,270.72,536.3,283.0,2018-01-17
2018-01-19,2,44,246.29000000000008,268.55,534.12,288.0,2018-01-26
2018-01-27,2,44,277.4200000000001,279.01,544.5899999999999,268.0,2018-02-03
2018-02-04,2,44,272.5300000000001,293.08,558.66,287.0,2018-02-11
2018-02-12,2,44,285.7300000000001,289.78,555.3599999999999,270.0,2018-02-19
2018-02-20,2,44,280.89000000000004,291.76,557.3399999999999,277.0,2018-02-27
2018-02-27,2,44,313.19,330.38,595.95,283.0,2018-03-06
2018-03-06,2,44,312.9,333.07,598.65,286.0,2018-03-13
2018-03-13,2,44,312.91999999999996,335.92,601.5,289.0,2018-03-20
2018-03-20,2,44,313.09,337.92,603.5,291.0,2018-03-27
2018-03-28,2,44,274.36999999999995,312.68,578.25,304.0,2018-04-04
2018-01-01,2,45,652.54,743.37,1470.17,818.0,2018-01-08
2018-01-10,2,45,679.0799999999999,731.66,1458.4699999999998,780.0,2018-01-17
2018-01-19,2,45,665.28,741.23,1468.03,803.0,2018-01-26
2018-01-27,2,45,737.94,752.12,1478.9299999999998,741.0,2018-02-03
2018-02-04,2,45,731.3100000000001,779.65,1506.4499999999998,776.0,2018-02-11
2018-02-12,2,45,764.19,772.7,1499.5099999999998,736.0,2018-02-19
2018-02-20,2,45,753.6400000000001,783.44,1510.25,757.0,2018-02-27
2018-02-27,2,45,842.6000000000001,879.0,1605.8,764.0,2018-03-06
2018-03-06,2,45,843.0100000000002,894.73,1621.54,779.0,2018-03-13
2018-03-13,2,45,842.6700000000003,893.92,1620.73,779.0,2018-03-20
2018-03-20,2,45,843.1600000000004,887.57,1614.3799999999999,772.0,2018-03-27
2018-03-28,2,45,738.9300000000003,842.19,1569.0,831.0,2018-04-04
2018-01-01,2,46,479.88000000000005,524.0,1052.71,573.0,2018-01-08
2018-01-10,2,46,502.93000000000006,530.79,1059.5,557.0,2018-01-17
2018-01-19,2,46,485.42,526.14,1054.85,570.0,2018-01-26
2018-01-27,2,46,545.0999999999999,545.9,1074.62,530.0,2018-02-03
2018-02-04,2,46,534.4999999999999,574.83,1103.54,570.0,2018-02-11
2018-02-12,2,46,561.7599999999998,576.52,1105.23,544.0,2018-02-19
2018-02-20,2,46,552.2799999999997,574.58,1103.29,552.0,2018-02-27
2018-02-27,2,46,616.8799999999999,649.0,1177.71,561.0,2018-03-06
2018-03-06,2,46,616.04,668.77,1197.49,582.0,2018-03-13
2018-03-13,2,46,616.43,667.88,1196.5900000000001,581.0,2018-03-20
2018-03-20,2,46,616.73,666.46,1195.17,579.0,2018-03-27
2018-03-28,2,46,539.9200000000001,615.88,1144.5900000000001,605.0,2018-04-04
2018-01-01,2,47,179.85999999999999,207.95,406.69000000000005,227.0,2018-01-08
2018-01-10,2,47,188.58999999999997,211.17,409.91,222.0,2018-01-17
2018-01-18,2,47,211.32999999999998,211.79,410.52000000000004,200.0,2018-01-25
2018-01-26,2,47,209.7,214.64,413.37,204.0,2018-02-02
2018-02-03,2,47,204.04999999999998,229.92,428.66,225.0,2018-02-10
2018-02-11,2,47,202.81,229.48,428.21000000000004,226.0,2018-02-18
2018-02-19,2,47,214.31999999999996,228.63,427.36,214.0,2018-02-26
2018-02-26,2,47,236.14999999999998,255.24,453.98,218.0,2018-03-05
2018-03-04,2,47,261.89,263.19,461.93,201.0,2018-03-11
2018-03-11,2,47,236.14999999999998,264.05,462.79,227.0,2018-03-18
2018-03-18,2,47,235.57,266.71,465.44,230.0,2018-03-25
2018-03-26,2,47,209.10999999999999,235.18,433.91,225.0,2018-04-02
2018-01-01,2,48,421.14,467.6,931.6300000000001,511.0,2018-01-08
2018-01-10,2,48,438.0999999999999,462.89,926.9200000000001,489.0,2018-01-17
2018-01-19,2,48,426.9499999999999,461.0,925.03,499.0,2018-01-26
2018-01-28,2,48,414.06999999999977,485.52,949.55,536.0,2018-02-04
2018-02-05,2,48,491.42999999999984,496.96,960.99,470.0,2018-02-12
2018-02-13,2,48,484.3699999999999,508.2,972.23,488.0,2018-02-20
2018-02-21,2,48,484.6899999999998,499.69,963.72,480.0,2018-02-28
2018-02-28,2,48,541.5399999999998,576.38,1040.41,499.0,2018-03-07
2018-03-07,2,48,540.6899999999998,585.77,1049.8,510.0,2018-03-14
2018-03-14,2,48,541.4499999999999,580.62,1044.65,504.0,2018-03-21
2018-03-21,2,48,541.37,578.63,1042.66,502.0,2018-03-28
2018-03-29,2,48,469.6300000000001,540.53,1004.56,535.0,2018-04-05
2018-01-01,2,49,241.05,260.13,524.94,284.0,2018-01-08
2018-01-10,2,49,254.23999999999998,262.81,527.61,274.0,2018-01-17
2018-01-19,2,49,250.37999999999994,263.97,528.78,279.0,2018-01-26
2018-01-28,2,49,242.19999999999993,274.86,539.6700000000001,298.0,2018-02-04
2018-02-05,2,49,285.04999999999995,285.64,550.44,266.0,2018-02-12
2018-02-13,2,49,281.4599999999999,287.75,552.56,272.0,2018-02-20
2018-02-21,2,49,281.9199999999999,285.82,550.63,269.0,2018-02-28
2018-02-28,2,49,312.5199999999999,331.37,596.1800000000001,284.0,2018-03-07
2018-03-07,2,49,312.56999999999994,327.97,592.78,281.0,2018-03-14
2018-03-14,2,49,313.01999999999987,331.79,596.59,284.0,2018-03-21
2018-03-21,2,49,312.65,331.59,596.3900000000001,284.0,2018-03-28
2018-03-29,2,49,272.24999999999994,312.23,577.03,305.0,2018-04-05
2018-01-01,2,50,542.9899999999999,583.31,1177.12,635.0,2018-01-08
2018-01-10,2,50,564.5799999999998,586.03,1179.84,616.0,2018-01-17
2018-01-19,2,50,547.1699999999998,578.37,1172.1799999999998,626.0,2018-01-26
2018-01-28,2,50,535.16,605.39,1199.1999999999998,665.0,2018-02-04
2018-02-06,2,50,563.8699999999999,614.1,1207.9099999999999,645.0,2018-02-13
2018-02-15,2,50,550.76,615.98,1209.79,660.0,2018-02-22
2018-02-23,2,50,614.1899999999999,642.05,1235.86,622.0,2018-03-02
2018-03-02,2,50,690.94,716.0,1309.81,619.0,2018-03-09
2018-03-09,2,50,690.75,715.52,1309.33,619.0,2018-03-16
2018-03-16,2,50,691.04,712.74,1306.55,616.0,2018-03-23
2018-03-23,2,50,691.0899999999999,718.03,1311.84,621.0,2018-03-30
2018-03-31,2,50,590.81,690.59,1284.3999999999999,694.0,2018-04-07
2018-01-01,3,1,159.45000000000002,182.79,359.12,200.0,2018-01-08
2018-01-10,3,1,169.99,183.2,359.52,190.0,2018-01-17
2018-01-19,3,1,167.93,178.89,355.22,188.0,2018-01-26
2018-01-27,3,1,187.79999999999998,188.16,364.48,177.0,2018-02-03
2018-02-04,3,1,182.83999999999995,197.83,374.15000000000003,192.0,2018-02-11
2018-02-12,3,1,192.25999999999993,195.42,371.75,180.0,2018-02-19
2018-02-20,3,1,188.50999999999993,196.29,372.62,185.0,2018-02-27
2018-02-27,3,1,210.69999999999993,224.39,400.72,191.0,2018-03-06
2018-03-06,3,1,210.79999999999993,228.73,405.05,195.0,2018-03-13
2018-03-13,3,1,210.5599999999999,229.96,406.29,196.0,2018-03-20
2018-03-20,3,1,210.08999999999992,228.67,404.99,195.0,2018-03-27
2018-03-28,3,1,183.6999999999999,209.79,386.12,203.0,2018-04-04
2018-01-01,3,2,425.46,474.58,944.3499999999999,519.0,2018-01-08
2018-01-10,3,2,441.59999999999985,483.44,953.21,512.0,2018-01-17
2018-01-19,3,2,430.87999999999994,485.58,955.3499999999999,525.0,2018-01-26
2018-01-27,3,2,482.41999999999996,492.6,962.3699999999999,480.0,2018-02-03
2018-02-04,3,2,476.01,519.96,989.72,514.0,2018-02-11
2018-02-12,3,2,497.8399999999999,515.73,985.5,488.0,2018-02-19
2018-02-20,3,2,489.8599999999999,515.85,985.62,496.0,2018-02-27
2018-02-27,3,2,548.2999999999998,580.38,1050.15,502.0,2018-03-06
2018-03-06,3,2,548.1999999999997,596.79,1066.56,519.0,2018-03-13
2018-03-13,3,2,548.6699999999996,595.09,1064.8600000000001,517.0,2018-03-20
2018-03-20,3,2,548.8499999999997,592.39,1062.1599999999999,514.0,2018-03-27
2018-03-28,3,2,481.0199999999997,548.06,1017.8199999999999,537.0,2018-04-04
2018-01-01,3,3,265.71,291.34,584.72,320.0,2018-01-08
2018-01-10,3,3,282.28,292.75,586.12,304.0,2018-01-17
2018-01-19,3,3,273.72999999999996,288.95,582.3199999999999,309.0,2018-01-26
2018-01-28,3,3,266.0899999999999,299.91,593.28,328.0,2018-02-04
2018-02-06,3,3,279.9099999999999,313.98,607.35,328.0,2018-02-13
2018-02-14,3,3,308.9099999999999,316.98,610.35,302.0,2018-02-21
2018-02-22,3,3,307.2299999999999,326.12,619.49,313.0,2018-03-01
2018-03-01,3,3,344.59999999999985,365.09,658.46,314.0,2018-03-08
2018-03-08,3,3,343.97999999999985,367.48,660.86,317.0,2018-03-15
2018-03-15,3,3,343.98999999999984,366.39,659.76,316.0,2018-03-22
2018-03-22,3,3,344.0799999999998,367.27,660.6500000000001,317.0,2018-03-29
2018-03-30,3,3,297.16999999999985,343.81,637.19,341.0,2018-04-06
2018-01-01,3,4,161.09,170.74,346.93,186.0,2018-01-08
2018-01-10,3,4,173.05999999999997,173.6,349.79,177.0,2018-01-17
2018-01-19,3,4,169.43999999999994,176.42,352.61,184.0,2018-01-26
2018-01-28,3,4,163.40999999999994,182.98,359.17,196.0,2018-02-04
2018-02-06,3,4,172.62999999999988,186.5,362.69,191.0,2018-02-13
2018-02-15,3,4,169.4299999999999,188.01,364.2,195.0,2018-02-22
2018-02-23,3,4,187.30999999999986,196.85,373.04,186.0,2018-03-02
2018-03-02,3,4,210.25999999999988,216.34,392.53,183.0,2018-03-09
2018-03-09,3,4,210.7099999999999,212.55,388.74,179.0,2018-03-16
2018-03-16,3,4,210.9699999999999,213.87,390.06,180.0,2018-03-23
2018-03-23,3,4,210.8899999999999,215.02,391.21,181.0,2018-03-30
2018-03-31,3,4,181.8199999999999,210.01,386.2,205.0,2018-04-07
2018-01-01,3,5,132.37,155.1,302.1,170.0,2018-01-08
2018-01-09,3,5,158.45,159.41,306.40999999999997,148.0,2018-01-16
2018-01-17,3,5,158.08999999999997,160.43,307.44,150.0,2018-01-24
2018-01-25,3,5,157.83999999999997,162.21,309.22,152.0,2018-02-01
2018-02-02,3,5,155.64999999999998,171.42,318.43,163.0,2018-02-09
2018-02-10,3,5,153.83999999999997,173.42,320.43,167.0,2018-02-17
2018-02-18,3,5,151.81,172.88,319.89,169.0,2018-02-25
2018-02-25,3,5,176.91000000000003,189.45,336.46000000000004,160.0,2018-03-04
2018-03-04,3,5,176.45000000000005,199.67,346.68,171.0,2018-03-11
2018-03-11,3,5,176.77000000000007,198.47,345.48,169.0,2018-03-18
2018-03-18,3,5,176.29000000000005,199.01,346.02,170.0,2018-03-25
2018-03-26,3,5,157.01000000000002,176.02,323.03,167.0,2018-04-02
2018-01-01,3,6,427.53999999999996,469.5,940.39,513.0,2018-01-08
2018-01-10,3,6,445.57000000000005,467.89,938.78,494.0,2018-01-17
2018-01-19,3,6,434.78000000000014,467.05,937.94,504.0,2018-01-26
2018-01-28,3,6,420.4900000000002,491.58,962.47,542.0,2018-02-04
2018-02-05,3,6,499.44000000000017,499.89,970.78,472.0,2018-02-12
2018-02-13,3,6,493.1200000000001,511.43,982.3199999999999,490.0,2018-02-20
2018-02-21,3,6,493.7800000000002,501.0,971.9,479.0,2018-02-28
2018-02-28,3,6,549.9600000000003,578.73,1049.62,500.0,2018-03-07
2018-03-07,3,6,549.4200000000002,588.06,1058.9499999999998,510.0,2018-03-14
2018-03-14,3,6,549.5400000000002,581.76,1052.65,504.0,2018-03-21
2018-03-21,3,6,549.9700000000003,583.51,1054.4,505.0,2018-03-28
2018-03-29,3,6,478.00000000000034,549.08,1019.9699999999999,542.0,2018-04-05
2018-01-01,3,7,426.43,474.83,943.84,518.0,2018-01-08
2018-01-10,3,7,440.65,482.46,951.47,511.0,2018-01-17
2018-01-19,3,7,430.1399999999999,481.54,950.55,521.0,2018-01-26
2018-01-27,3,7,482.34999999999985,493.68,962.6800000000001,481.0,2018-02-03
2018-02-04,3,7,472.18999999999994,522.02,991.02,519.0,2018-02-11
2018-02-12,3,7,496.18999999999994,522.1,991.1,495.0,2018-02-19
2018-02-20,3,7,488.0399999999999,521.04,990.05,503.0,2018-02-27
2018-02-27,3,7,547.55,586.67,1055.67,509.0,2018-03-06
2018-03-06,3,7,547.42,602.42,1071.42,525.0,2018-03-13
2018-03-13,3,7,547.54,599.5,1068.5,521.0,2018-03-20
2018-03-20,3,7,546.58,598.32,1067.32,521.0,2018-03-27
2018-03-28,3,7,478.56000000000006,546.56,1015.56,537.0,2018-04-04
2018-01-01,3,8,556.07,607.17,1221.28,666.0,2018-01-08
2018-01-10,3,8,579.11,597.28,1211.3899999999999,633.0,2018-01-17
2018-01-19,3,8,570.04,599.64,1213.75,644.0,2018-01-26
2018-01-28,3,8,546.9300000000001,626.15,1240.26,694.0,2018-02-04
2018-02-06,3,8,581.85,644.5,1258.6100000000001,677.0,2018-02-13
2018-02-14,3,8,642.5799999999999,644.83,1258.9499999999998,617.0,2018-02-21
2018-02-22,3,8,638.6299999999999,660.17,1274.28,636.0,2018-03-01
2018-03-01,3,8,714.3599999999999,740.83,1354.94,641.0,2018-03-08
2018-03-08,3,8,714.4499999999998,742.65,1356.76,643.0,2018-03-15
2018-03-15,3,8,714.7199999999999,744.46,1358.57,644.0,2018-03-22
2018-03-22,3,8,714.1899999999999,737.34,1351.46,638.0,2018-03-29
2018-03-30,3,8,618.02,714.05,1328.1599999999999,711.0,2018-04-06
2018-01-01,3,9,371.95000000000005,421.93,833.61,462.0,2018-01-08
2018-01-10,3,9,384.80000000000007,426.03,837.7,453.0,2018-01-17
2018-01-19,3,9,375.5000000000001,425.77,837.44,462.0,2018-01-26
2018-01-27,3,9,421.90000000000003,437.97,849.6500000000001,428.0,2018-02-03
2018-02-04,3,9,413.9100000000002,456.0,867.6700000000001,454.0,2018-02-11
2018-02-12,3,9,434.33000000000015,458.13,869.8,436.0,2018-02-19
2018-02-20,3,9,427.5200000000002,456.91,868.58,442.0,2018-02-27
2018-02-27,3,9,479.4000000000002,510.92,922.59,444.0,2018-03-06
2018-03-06,3,9,479.28000000000026,523.52,935.19,456.0,2018-03-13
2018-03-13,3,9,478.5500000000003,522.47,934.1400000000001,456.0,2018-03-20
2018-03-20,3,9,478.8700000000003,524.0,935.6800000000001,457.0,2018-03-27
2018-03-28,3,9,417.9100000000003,478.49,890.1600000000001,473.0,2018-04-04
2018-01-01,3,10,532.5500000000001,561.86,1146.5700000000002,615.0,2018-01-08
2018-01-10,3,10,554.47,563.3,1148.01,594.0,2018-01-17
2018-01-19,3,10,543.8399999999999,546.9,1131.6100000000001,588.0,2018-01-26
2018-01-28,3,10,528.7099999999998,582.58,1167.29,639.0,2018-02-04
2018-02-06,3,10,556.2499999999999,599.35,1184.0700000000002,628.0,2018-02-13
2018-02-15,3,10,542.4099999999999,600.73,1185.44,644.0,2018-02-22
2018-02-23,3,10,605.2199999999999,626.25,1210.97,606.0,2018-03-02
2018-03-02,3,10,679.8599999999999,690.1,1274.8200000000002,595.0,2018-03-09
2018-03-09,3,10,679.6599999999999,689.37,1274.0900000000001,595.0,2018-03-16
2018-03-16,3,10,680.1699999999998,692.69,1277.4,598.0,2018-03-23
2018-03-23,3,10,680.3799999999999,693.28,1277.99,598.0,2018-03-30
2018-03-31,3,10,584.4299999999998,679.61,1264.33,680.0,2018-04-07
2018-01-01,3,11,505.69,568.46,1126.3600000000001,621.0,2018-01-08
2018-01-10,3,11,522.96,568.13,1126.03,604.0,2018-01-17
2018-01-18,3,11,581.61,583.8,1141.6999999999998,561.0,2018-01-25
2018-01-26,3,11,576.33,584.08,1141.99,566.0,2018-02-02
2018-02-03,3,11,564.9800000000001,612.69,1170.5900000000001,606.0,2018-02-10
2018-02-11,3,11,559.07,611.51,1169.4099999999999,611.0,2018-02-18
2018-02-19,3,11,588.94,613.3,1171.1999999999998,583.0,2018-02-26
2018-02-26,3,11,649.13,682.4,1240.3,592.0,2018-03-05
2018-03-05,3,11,649.23,707.43,1265.33,617.0,2018-03-12
2018-03-12,3,11,649.2800000000001,713.44,1271.3400000000001,623.0,2018-03-19
2018-03-19,3,11,649.33,709.17,1267.07,618.0,2018-03-26
2018-03-27,3,11,566.75,648.38,1206.28,640.0,2018-04-03
2018-01-01,3,12,504.81000000000006,568.65,1124.45,620.0,2018-01-08
2018-01-10,3,12,522.6800000000001,558.25,1114.0500000000002,592.0,2018-01-17
2018-01-19,3,12,509.5100000000001,562.39,1118.19,609.0,2018-01-26
2018-01-27,3,12,571.1100000000001,574.77,1130.5700000000002,560.0,2018-02-03
2018-02-04,3,12,558.8600000000002,598.96,1154.7600000000002,596.0,2018-02-11
2018-02-12,3,12,589.3400000000004,599.08,1154.88,566.0,2018-02-19
2018-02-20,3,12,579.6900000000004,597.7,1153.5,574.0,2018-02-27
2018-02-27,3,12,646.1200000000003,683.18,1238.98,593.0,2018-03-06
2018-03-06,3,12,646.0600000000003,686.56,1242.3600000000001,597.0,2018-03-13
2018-03-13,3,12,646.6400000000003,688.67,1244.47,598.0,2018-03-20
2018-03-20,3,12,646.1000000000004,689.89,1245.69,600.0,2018-03-27
2018-03-28,3,12,567.3900000000003,645.96,1201.7600000000002,635.0,2018-04-04
2018-01-01,3,13,611.54,680.07,1356.34,745.0,2018-01-08
2018-01-10,3,13,632.38,682.27,1358.54,727.0,2018-01-17
2018-01-19,3,13,615.04,690.86,1367.1299999999999,753.0,2018-01-26
2018-01-27,3,13,692.2199999999999,706.6,1382.87,691.0,2018-02-03
2018-02-04,3,13,679.8499999999999,732.11,1408.3799999999999,729.0,2018-02-11
2018-02-12,3,13,714.8,739.59,1415.86,702.0,2018-02-19
2018-02-20,3,13,703.22,732.41,1408.68,706.0,2018-02-27
2018-02-27,3,13,785.39,819.31,1495.58,711.0,2018-03-06
2018-03-06,3,13,785.6399999999999,825.89,1502.16,717.0,2018-03-13
2018-03-13,3,13,785.3199999999999,826.53,1502.8,718.0,2018-03-20
2018-03-20,3,13,785.36,816.62,1492.8899999999999,708.0,2018-03-27
2018-03-28,3,13,690.99,784.82,1461.09,771.0,2018-04-04
2018-01-01,3,14,425.98999999999995,471.09,940.9300000000001,515.0,2018-01-08
2018-01-10,3,14,443.6399999999999,477.31,947.14,504.0,2018-01-17
2018-01-19,3,14,434.0699999999998,474.49,944.32,511.0,2018-01-26
2018-01-27,3,14,484.90999999999974,488.87,958.71,474.0,2018-02-03
2018-02-04,3,14,475.31999999999965,507.67,977.5,503.0,2018-02-11
2018-02-12,3,14,499.92999999999967,517.95,987.7900000000001,488.0,2018-02-19
2018-02-20,3,14,490.0399999999997,515.57,985.4,496.0,2018-02-27
2018-02-27,3,14,548.3199999999997,577.46,1047.29,499.0,2018-03-06
2018-03-06,3,14,547.7099999999997,592.43,1062.27,515.0,2018-03-13
2018-03-13,3,14,548.1199999999997,592.41,1062.25,515.0,2018-03-20
2018-03-20,3,14,548.5599999999997,591.55,1061.38,513.0,2018-03-27
2018-03-28,3,14,479.36999999999966,547.66,1017.5,539.0,2018-04-04
2018-01-01,3,15,639.65,688.32,1392.38,753.0,2018-01-08
2018-01-10,3,15,671.3399999999998,680.83,1384.8899999999999,714.0,2018-01-17
2018-01-19,3,15,645.8199999999997,693.59,1397.65,752.0,2018-01-26
2018-01-28,3,15,629.1399999999998,709.53,1413.59,785.0,2018-02-04
2018-02-06,3,15,666.6499999999999,728.75,1432.81,767.0,2018-02-13
2018-02-15,3,15,649.0899999999999,727.86,1431.92,783.0,2018-02-22
2018-02-23,3,15,724.5099999999999,763.97,1468.03,744.0,2018-03-02
2018-03-02,3,15,818.2699999999999,830.56,1534.62,717.0,2018-03-09
2018-03-09,3,15,818.43,830.26,1534.32,716.0,2018-03-16
2018-03-16,3,15,817.8899999999999,823.68,1527.74,710.0,2018-03-23
2018-03-23,3,15,817.9399999999999,818.01,1522.07,705.0,2018-03-30
2018-03-31,3,15,705.4,817.77,1521.83,817.0,2018-04-07
2018-01-01,3,16,186.31,206.31,411.34000000000003,226.0,2018-01-08
2018-01-10,3,16,199.20000000000002,207.77,412.78999999999996,214.0,2018-01-17
2018-01-19,3,16,192.22000000000006,211.13,416.15,224.0,2018-01-26
2018-01-27,3,16,214.39000000000001,218.51,423.53,210.0,2018-02-03
2018-02-04,3,16,211.28000000000003,230.35,435.37,225.0,2018-02-11
2018-02-12,3,16,222.49000000000004,228.52,433.55,212.0,2018-02-19
2018-02-20,3,16,218.17000000000002,228.83,433.85,216.0,2018-02-27
2018-02-27,3,16,242.94000000000003,259.89,464.91999999999996,222.0,2018-03-06
2018-03-06,3,16,242.64000000000007,261.82,466.85,225.0,2018-03-13
2018-03-13,3,16,243.4100000000001,265.18,470.21000000000004,227.0,2018-03-20
2018-03-20,3,16,242.83000000000013,265.24,470.27,228.0,2018-03-27
2018-03-28,3,16,213.2200000000001,242.63,447.65,235.0,2018-04-04
2018-01-01,3,17,241.54999999999998,256.21,521.23,280.0,2018-01-08
2018-01-10,3,17,254.11999999999998,261.13,526.15,273.0,2018-01-17
2018-01-19,3,17,250.22999999999996,262.49,527.5,278.0,2018-01-26
2018-01-28,3,17,241.83999999999997,269.54,534.55,293.0,2018-02-04
2018-02-06,3,17,252.83000000000004,282.89,547.9,296.0,2018-02-13
2018-02-14,3,17,281.51000000000005,284.71,549.73,269.0,2018-02-21
2018-02-22,3,17,279.09000000000003,287.55,552.5699999999999,274.0,2018-03-01
2018-03-01,3,17,312.22,326.26,591.28,280.0,2018-03-08
2018-03-08,3,17,312.64,324.95,589.96,278.0,2018-03-15
2018-03-15,3,17,312.37,329.22,594.23,282.0,2018-03-22
2018-03-22,3,17,311.84,329.63,594.65,283.0,2018-03-29
2018-03-30,3,17,268.62,311.69,576.7,309.0,2018-04-06
2018-01-01,3,18,611.0500000000001,665.62,1340.42,730.0,2018-01-08
2018-01-10,3,18,641.7600000000002,660.5,1335.3000000000002,694.0,2018-01-17
2018-01-19,3,18,622.1600000000002,674.75,1349.5500000000002,728.0,2018-01-26
2018-01-28,3,18,594.5700000000002,688.14,1362.94,769.0,2018-02-04
2018-02-06,3,18,631.8100000000003,710.06,1384.8600000000001,754.0,2018-02-13
2018-02-14,3,18,703.2700000000002,708.44,1383.2400000000002,680.0,2018-02-21
2018-02-22,3,18,696.6,722.54,1397.3400000000001,701.0,2018-03-01
2018-03-01,3,18,782.7800000000001,816.12,1490.92,709.0,2018-03-08
2018-03-08,3,18,783.3700000000001,815.45,1490.25,707.0,2018-03-15
2018-03-15,3,18,782.64,817.67,1492.4700000000003,710.0,2018-03-22
2018-03-22,3,18,782.68,806.15,1480.95,699.0,2018-03-29
2018-03-30,3,18,678.5199999999999,782.54,1457.3400000000001,779.0,2018-04-06
2018-01-01,3,19,293.09,301.2,622.15,330.0,2018-01-08
2018-01-11,3,19,280.0799999999999,301.15,622.0899999999999,343.0,2018-01-18
2018-01-21,3,19,260.98999999999995,298.69,619.64,359.0,2018-01-28
2018-01-31,3,19,286.6099999999999,322.22,643.17,357.0,2018-02-07
2018-02-09,3,19,298.90999999999985,324.96,645.91,348.0,2018-02-16
2018-02-18,3,19,288.6499999999998,327.02,647.97,360.0,2018-02-25
2018-02-26,3,19,346.6299999999999,366.92,687.8699999999999,342.0,2018-03-05
