id,date,store,item,predicted_demand,historical_mean,demand_std,lead_time_demand,safety_stock,reorder_point,current_inventory,inventory_position,recommended_order_qty,calculated_initial_inventory,opening_inventory,inventory_after_demand,on_order,order_quantity,arrival_date
30831,2018-02-21,3,35,64.48,74.97,19.33,488.87,84.12,572.99,524.79,509.15998748779293,48,524.79,148.63999084472653,84.15998748779293,425.0,64.0,2018-02-28
30832,2018-02-22,3,35,70.56,74.97,19.33,501.91,84.12,586.04,524.79,502.5999899291992,61,524.79,155.15998748779293,84.59998992919918,418.0,84.0,2018-03-01
30833,2018-02-23,3,35,71.71,74.97,19.33,515.8,84.12,599.92,524.79,514.8899908447265,75,524.79,156.59998992919918,84.88999084472653,430.0,86.0,2018-03-02
30834,2018-02-24,3,35,78.96,74.97,19.33,528.91,84.12,613.03,524.79,521.9299917602539,88,524.79,163.88999084472653,84.92999176025387,437.0,92.0,2018-03-03
30835,2018-02-25,3,35,82.81,74.97,19.33,543.8,84.12,627.93,524.79,531.1199942016601,103,524.79,167.92999176025387,85.11999420166012,446.0,97.0,2018-03-04
30836,2018-02-26,3,35,56.12,74.97,19.33,555.61,84.12,639.74,524.79,571.9999952697754,115,524.79,141.11999420166012,84.99999526977535,487.0,68.0,2018-03-05
30837,2018-02-27,3,35,64.52,74.97,19.33,565.86,84.12,649.98,524.79,575.479998626709,125,524.79,148.99999526977535,84.47999862670895,491.0,75.0,2018-03-06
30838,2018-02-28,3,35,64.18,74.97,19.33,577.39,84.12,661.51,524.79,586.2999983215332,137,524.79,148.47999862670895,84.29999832153317,502.0,76.0,2018-03-07
30839,2018-03-01,3,35,83.61,74.97,19.33,575.62,84.12,659.74,524.79,578.6899977111816,135,524.79,168.29999832153317,84.6899977111816,494.0,82.0,2018-03-08
30840,2018-03-02,3,35,85.6,74.97,19.33,578.39,84.12,662.51,524.79,575.0899992370605,138,524.79,170.6899977111816,85.08999923706051,490.0,88.0,2018-03-09
30841,2018-03-03,3,35,92.07,74.97,19.33,581.13,84.12,665.25,524.79,571.0199995422363,140,524.79,177.0899992370605,85.01999954223629,486.0,95.0,2018-03-10
30842,2018-03-04,3,35,97.71,74.97,19.33,584.21,84.12,668.34,524.79,568.3100004577636,144,524.79,182.0199995422363,84.31000045776364,484.0,101.0,2018-03-11
30843,2018-03-05,3,35,67.93,74.97,19.33,582.44,84.12,666.57,524.79,601.3800001525879,142,524.79,152.31000045776364,84.38000015258785,517.0,66.0,2018-03-12
30844,2018-03-06,3,35,74.76,74.97,19.33,584.92,84.12,669.05,524.79,592.6199980163574,144,524.79,159.38000015258785,84.61999801635739,508.0,77.0,2018-03-13
30845,2018-03-07,3,35,75.72,74.97,19.33,585.58,84.12,669.71,524.79,593.8999967956543,145,524.79,160.61999801635739,84.89999679565426,509.0,76.0,2018-03-14
30846,2018-03-08,3,35,81.84,74.97,19.33,587.33,84.12,671.45,524.79,588.0600004577636,147,524.79,166.89999679565426,85.06000045776364,503.0,84.0,2018-03-15
30847,2018-03-09,3,35,88.37,74.97,19.33,585.72,84.12,669.84,524.79,583.6899977111816,145,524.79,173.06000045776364,84.6899977111816,499.0,87.0,2018-03-16
30848,2018-03-10,3,35,94.81,74.97,19.33,585.24,84.12,669.36,524.79,575.8800001525879,145,524.79,179.6899977111816,84.88000015258785,491.0,94.0,2018-03-17
30849,2018-03-11,3,35,100.8,74.97,19.33,583.33,84.12,667.46,524.79,569.07999710083,143,524.79,185.88000015258785,85.07999710083004,484.0,99.0,2018-03-18
30850,2018-03-12,3,35,66.16,74.97,19.33,583.86,84.12,667.99,524.79,601.9199934387207,143,524.79,151.07999710083004,84.91999343872067,517.0,67.0,2018-03-19
30851,2018-03-13,3,35,77.24,74.97,19.33,583.26,84.12,667.39,524.79,591.6799955749511,143,524.79,161.91999343872067,84.67999557495114,507.0,76.0,2018-03-20
30852,2018-03-14,3,35,76.38,74.97,19.33,583.0,84.12,667.12,524.79,591.2999983215332,142,524.79,160.67999557495114,84.29999832153317,507.0,76.0,2018-03-21
30853,2018-03-15,3,35,83.58,74.97,19.33,581.07,84.12,665.19,524.79,583.7199964904785,140,524.79,168.29999832153317,84.71999649047848,499.0,82.0,2018-03-22
30854,2018-03-16,3,35,86.76,74.97,19.33,582.0,84.12,666.12,524.79,578.959994354248,141,524.79,171.71999649047848,84.95999435424801,494.0,88.0,2018-03-23
30855,2018-03-17,3,35,94.32,74.97,19.33,579.62,84.12,663.74,524.79,572.6399946594238,139,524.79,178.959994354248,84.63999465942379,488.0,92.0,2018-03-24
30856,2018-03-18,3,35,98.9,74.97,19.33,579.79,84.12,663.91,524.79,565.7399931335449,139,524.79,183.6399946594238,84.73999313354489,481.0,99.0,2018-03-25
30857,2018-03-19,3,35,66.69,74.97,19.33,581.24,84.12,665.37,524.79,598.0499906921386,141,524.79,151.73999313354489,85.04999069213864,513.0,68.0,2018-03-26
30858,2018-03-20,3,35,76.64,74.97,19.33,582.15,84.12,666.28,524.79,589.4099913024902,141,524.79,161.04999069213864,84.4099913024902,505.0,77.0,2018-03-27
30859,2018-03-21,3,35,76.11,74.97,19.33,582.42,84.12,666.54,524.79,590.2999906921386,142,524.79,160.4099913024902,84.29999069213864,506.0,77.0,2018-03-28
30860,2018-03-22,3,35,81.66,74.97,19.33,583.34,84.12,667.47,524.79,585.6399870300293,143,524.79,166.29999069213864,84.63998703002926,501.0,82.0,2018-03-29
30861,2018-03-23,3,35,87.69,74.97,19.33,584.62,84.12,668.74,524.79,579.949984588623,144,524.79,172.63998703002926,84.94998458862301,495.0,89.0,2018-03-30
30862,2018-03-24,3,35,91.94,74.97,19.33,586.2,84.12,670.32,524.79,577.0099821472168,146,524.79,176.949984588623,85.00998214721676,492.0,94.0,2018-03-31
30863,2018-03-25,3,35,99.07,74.97,19.33,524.81,84.12,608.94,524.79,571.9399824523925,84,524.79,184.00998214721676,84.93998245239254,487.0,38.0,2018-04-01
30864,2018-03-26,3,35,68.15,74.97,19.33,524.81,84.12,608.94,524.79,541.7899809265136,84,524.79,152.93998245239254,84.78998092651364,457.0,68.0,2018-04-02
30865,2018-03-27,3,35,77.55,74.97,19.33,524.81,84.12,608.94,524.79,532.2399778747558,84,524.79,161.78998092651364,84.23997787475582,448.0,77.0,2018-04-03
30866,2018-03-28,3,35,76.37,74.97,19.33,524.81,84.12,608.94,524.79,532.8699751281738,84,524.79,161.23997787475582,84.86997512817379,448.0,77.0,2018-04-04
30867,2018-03-29,3,35,82.58,74.97,19.33,524.81,84.12,608.94,524.79,527.2899732971191,84,524.79,166.8699751281738,84.2899732971191,443.0,82.0,2018-04-05
30868,2018-03-30,3,35,88.96,74.97,19.33,524.81,84.12,608.94,524.79,520.3299742126464,84,524.79,173.2899732971191,84.32997421264645,436.0,89.0,2018-04-06
30869,2018-03-31,3,35,93.52,74.97,19.33,524.81,84.12,608.94,524.79,515.80997756958,84,524.79,178.32997421264645,84.80997756958004,431.0,94.0,2018-04-07
31680,2018-01-01,3,36,57.5,88.06,23.03,506.64,100.23,606.88,616.42,558.9200000000001,0,616.4200000000001,616.4200000000001,558.9200000000001,0.0,48.0,2018-01-08
31681,2018-01-02,3,36,67.88,88.06,23.03,502.93,100.23,603.17,616.42,539.0400027465821,0,616.4200000000001,558.9200000000001,491.0400027465821,48.0,65.0,2018-01-09
31682,2018-01-03,3,36,65.0,88.06,23.03,500.77,100.23,601.0,616.42,539.0400027465821,0,616.4200000000001,491.0400027465821,426.0400027465821,113.0,62.0,2018-01-10
31683,2018-01-04,3,36,68.33,88.06,23.03,504.32,100.23,604.55,616.42,532.7100009155274,0,616.4200000000001,426.0400027465821,357.7100009155274,175.0,72.0,2018-01-11
31684,2018-01-05,3,36,77.23,88.06,23.03,502.3,100.23,602.53,616.42,527.4799975585938,0,616.4200000000001,357.7100009155274,280.4799975585938,247.0,76.0,2018-01-12
31685,2018-01-06,3,36,82.83,88.06,23.03,500.93,100.23,601.17,616.42,520.6499957275391,0,616.4200000000001,280.4799975585938,197.64999572753914,323.0,81.0,2018-01-13
31686,2018-01-07,3,36,88.58,88.06,23.03,501.24,100.23,601.47,616.42,513.0699938964844,0,616.4200000000001,197.64999572753914,109.06999389648445,404.0,89.0,2018-01-14
31687,2018-01-08,3,36,56.81,88.06,23.03,502.42,100.23,602.65,616.42,545.2599925231934,0,616.4200000000001,157.06999389648445,100.25999252319343,445.0,58.0,2018-01-15
31688,2018-01-09,3,36,64.17,88.06,23.03,504.66,100.23,604.9,616.42,539.0899943542481,0,616.4200000000001,165.25999252319343,101.08999435424812,438.0,66.0,2018-01-16
31689,2018-01-10,3,36,62.83,88.06,23.03,510.65,100.23,610.89,616.42,542.2599925231934,0,616.4200000000001,163.08999435424812,100.25999252319343,442.0,69.0,2018-01-17
31690,2018-01-11,3,36,71.88,88.06,23.03,510.85,100.23,611.09,616.42,539.3799952697755,0,616.4200000000001,172.25999252319343,100.37999526977546,439.0,72.0,2018-01-18
31691,2018-01-12,3,36,75.21,88.06,23.03,511.39,100.23,611.63,616.42,536.1699961853028,0,616.4200000000001,176.37999526977546,101.16999618530281,435.0,76.0,2018-01-19
31692,2018-01-13,3,36,81.46,88.06,23.03,512.73,100.23,612.97,616.42,530.7099971008302,0,616.4200000000001,182.1699961853028,100.70999710083015,430.0,83.0,2018-01-20
31693,2018-01-14,3,36,88.88,88.06,23.03,511.66,100.23,611.89,616.42,524.8299998474122,0,616.4200000000001,189.70999710083015,100.82999984741218,424.0,88.0,2018-01-21
31694,2018-01-15,3,36,57.99,88.06,23.03,510.6,100.23,610.83,616.42,554.8399981689454,0,616.4200000000001,158.82999984741218,100.83999816894539,454.0,56.0,2018-01-22
31695,2018-01-16,3,36,66.42,88.06,23.03,512.36,100.23,612.59,616.42,544.4200000000001,0,616.4200000000001,166.83999816894539,100.42000000000007,444.0,69.0,2018-01-23
31696,2018-01-17,3,36,68.82,88.06,23.03,512.77,100.23,613.0,616.42,544.6000003051759,0,616.4200000000001,169.42000000000007,100.60000030517585,444.0,69.0,2018-01-24
31697,2018-01-18,3,36,72.08,88.06,23.03,512.74,100.23,612.97,616.42,541.5199984741212,0,616.4200000000001,172.60000030517585,100.51999847412117,441.0,72.0,2018-01-25
31698,2018-01-19,3,36,75.75,88.06,23.03,514.99,100.23,615.23,616.42,537.7699984741212,0,616.4200000000001,176.51999847412117,100.76999847412117,437.0,78.0,2018-01-26
31699,2018-01-20,3,36,82.8,88.06,23.03,513.69,100.23,613.93,616.42,532.9699954223634,0,616.4200000000001,183.76999847412117,100.96999542236335,432.0,81.0,2018-01-27
31700,2018-01-21,3,36,87.81,88.06,23.03,515.05,100.23,615.29,616.42,526.1599978637696,0,616.4200000000001,188.96999542236335,101.1599978637696,425.0,90.0,2018-01-28
31701,2018-01-22,3,36,56.93,88.06,23.03,515.67,100.23,615.9,616.42,559.2299975585938,0,616.4200000000001,157.1599978637696,100.22999755859382,459.0,57.0,2018-01-29
31702,2018-01-23,3,36,68.18,88.06,23.03,514.46,100.23,614.69,616.42,548.049997253418,0,616.4200000000001,169.22999755859382,101.04999725341804,447.0,67.0,2018-01-30
31703,2018-01-24,3,36,69.23,88.06,23.03,511.1,100.23,611.34,616.42,545.8199938964844,0,616.4200000000001,170.04999725341804,100.81999389648445,445.0,66.0,2018-01-31
31704,2018-01-25,3,36,72.04,88.06,23.03,517.0,100.23,617.23,616.42,539.7799929809571,1,616.4200000000001,172.81999389648445,100.7799929809571,439.0,78.0,2018-02-01
31705,2018-01-26,3,36,78.0,88.06,23.03,521.4,100.23,621.64,616.42,539.7799929809571,5,616.4200000000001,178.7799929809571,100.7799929809571,439.0,82.0,2018-02-02
31706,2018-01-27,3,36,81.5,88.06,23.03,527.0,100.23,627.24,616.42,540.2799929809571,11,616.4200000000001,181.7799929809571,100.2799929809571,440.0,87.0,2018-02-03
31707,2018-01-28,3,36,89.16,88.06,23.03,534.9,100.23,635.13,616.42,538.1199893188477,19,616.4200000000001,190.2799929809571,101.11998931884773,437.0,98.0,2018-02-04
31708,2018-01-29,3,36,57.54,88.06,23.03,541.69,100.23,641.92,616.42,578.5799884033204,25,616.4200000000001,158.11998931884773,100.57998840332039,478.0,64.0,2018-02-05
31709,2018-01-30,3,36,66.97,88.06,23.03,545.97,100.23,646.2,616.42,575.6099871826173,30,616.4200000000001,167.57998840332039,100.60998718261726,475.0,71.0,2018-02-06
31710,2018-01-31,3,36,65.88,88.06,23.03,551.13,100.23,651.37,616.42,580.7299899291993,35,616.4200000000001,166.60998718261726,100.72998992919929,480.0,71.0,2018-02-07
31711,2018-02-01,3,36,77.94,88.06,23.03,551.97,100.23,652.2,616.42,573.789987487793,36,616.4200000000001,178.7299899291993,100.78998748779304,473.0,79.0,2018-02-08
31712,2018-02-02,3,36,82.41,88.06,23.03,553.86,100.23,654.09,616.42,570.3799838256837,38,616.4200000000001,182.78998748779304,100.37998382568367,470.0,84.0,2018-02-09
31713,2018-02-03,3,36,87.1,88.06,23.03,555.27,100.23,655.5,616.42,567.2799853515626,39,616.4200000000001,187.37998382568367,100.27998535156257,467.0,89.0,2018-02-10
31714,2018-02-04,3,36,97.06,88.06,23.03,553.37,100.23,653.6,616.42,559.2199877929688,37,616.4200000000001,198.27998535156257,101.21998779296882,458.0,95.0,2018-02-11
31715,2018-02-05,3,36,64.33,88.06,23.03,551.25,100.23,651.49,616.42,589.8899859619141,35,616.4200000000001,165.21998779296882,100.88998596191414,489.0,62.0,2018-02-12
31716,2018-02-06,3,36,71.25,88.06,23.03,553.56,100.23,653.79,616.42,580.6399859619141,37,616.4200000000001,171.88998596191414,100.63998596191414,480.0,74.0,2018-02-13
31717,2018-02-07,3,36,71.05,88.06,23.03,556.4,100.23,656.63,616.42,583.5899829101563,40,616.4200000000001,171.63998596191414,100.58998291015632,483.0,74.0,2018-02-14
31718,2018-02-08,3,36,78.77,88.06,23.03,555.99,100.23,656.23,616.42,578.8199862670899,40,616.4200000000001,179.58998291015632,100.81998626708992,478.0,78.0,2018-02-15
31719,2018-02-09,3,36,84.3,88.06,23.03,553.89,100.23,654.12,616.42,572.5199832153321,38,616.4200000000001,184.81998626708992,100.5199832153321,472.0,82.0,2018-02-16
31720,2018-02-10,3,36,88.51,88.06,23.03,553.17,100.23,653.4,616.42,566.0099810791016,37,616.4200000000001,189.5199832153321,101.00998107910164,465.0,88.0,2018-02-17
31721,2018-02-11,3,36,95.16,88.06,23.03,552.76,100.23,653.0,616.42,558.8499774169923,37,616.4200000000001,196.00998107910164,100.84997741699226,458.0,95.0,2018-02-18
31722,2018-02-12,3,36,62.21,88.06,23.03,554.05,100.23,654.29,616.42,591.6399783325196,38,616.4200000000001,162.84997741699226,100.6399783325196,491.0,63.0,2018-02-19
31723,2018-02-13,3,36,73.56,88.06,23.03,553.64,100.23,653.88,616.42,581.0799807739259,37,616.4200000000001,174.6399783325196,101.07998077392585,480.0,73.0,2018-02-20
31724,2018-02-14,3,36,73.88,88.06,23.03,553.95,100.23,654.18,616.42,580.1999835205079,38,616.4200000000001,175.07998077392585,101.19998352050789,479.0,74.0,2018-02-21
31725,2018-02-15,3,36,78.37,88.06,23.03,555.3,100.23,655.54,616.42,575.8299807739259,39,616.4200000000001,179.19998352050789,100.82998077392585,475.0,80.0,2018-02-22
31726,2018-02-16,3,36,82.2,88.06,23.03,556.54,100.23,656.78,616.42,573.6299838256837,40,616.4200000000001,182.82998077392585,100.62998382568367,473.0,84.0,2018-02-23
31727,2018-02-17,3,36,87.79,88.06,23.03,558.58,100.23,658.81,616.42,569.8399829101563,42,616.4200000000001,188.62998382568367,100.83998291015632,469.0,89.0,2018-02-24
31728,2018-02-18,3,36,94.76,88.06,23.03,557.36,100.23,657.6,616.42,564.0799807739259,41,616.4200000000001,195.83998291015632,101.07998077392585,463.0,94.0,2018-02-25
31729,2018-02-19,3,36,63.5,88.06,23.03,557.16,100.23,657.39,616.42,594.5799807739259,41,616.4200000000001,164.07998077392585,100.57998077392585,494.0,63.0,2018-02-26
31730,2018-02-20,3,36,73.15,88.06,23.03,557.41,100.23,657.64,616.42,584.429979248047,41,616.4200000000001,173.57998077392585,100.42997924804695,484.0,74.0,2018-02-27
31731,2018-02-21,3,36,74.19,88.06,23.03,556.11,100.23,656.35,616.42,584.2399768066407,40,616.4200000000001,174.42997924804695,100.2399768066407,484.0,73.0,2018-02-28
31732,2018-02-22,3,36,79.73,88.06,23.03,569.48,100.23,669.71,616.42,577.5099734497071,53,616.4200000000001,180.2399768066407,100.5099734497071,477.0,93.0,2018-03-01
31733,2018-02-23,3,36,83.44,88.06,23.03,583.97,100.23,684.2,616.42,587.0699710083009,68,616.4200000000001,184.5099734497071,101.06997100830085,486.0,98.0,2018-03-02
31734,2018-02-24,3,36,89.83,88.06,23.03,597.45,100.23,697.69,616.42,595.2399691772462,81,616.4200000000001,190.06997100830085,100.23996917724617,495.0,103.0,2018-03-03
31735,2018-02-25,3,36,93.54,88.06,23.03,612.56,100.23,712.8,616.42,604.6999682617188,96,616.4200000000001,194.23996917724617,100.69996826171882,504.0,109.0,2018-03-04
31736,2018-02-26,3,36,63.29,88.06,23.03,625.64,100.23,725.88,616.42,650.4099673461915,109,616.4200000000001,163.69996826171882,100.40996734619148,550.0,76.0,2018-03-05
31737,2018-02-27,3,36,73.41,88.06,23.03,640.21,100.23,740.44,616.42,652.9999636840821,124,616.4200000000001,174.40996734619148,100.9999636840821,552.0,88.0,2018-03-06
31738,2018-02-28,3,36,72.89,88.06,23.03,653.77,100.23,754.0,616.42,668.1099642944337,138,616.4200000000001,173.9999636840821,101.10996429443367,567.0,86.0,2018-03-07
31739,2018-03-01,3,36,93.09,88.06,23.03,652.26,100.23,752.49,616.42,661.019967956543,136,616.4200000000001,194.10996429443367,101.01996795654304,560.0,92.0,2018-03-08
31740,2018-03-02,3,36,97.92,88.06,23.03,651.86,100.23,752.09,616.42,655.0999697875977,136,616.4200000000001,199.01996795654304,101.09996978759773,554.0,97.0,2018-03-09
31741,2018-03-03,3,36,103.31,88.06,23.03,654.55,100.23,754.78,616.42,648.789972229004,138,616.4200000000001,204.09996978759773,100.78997222900398,548.0,106.0,2018-03-10
31742,2018-03-04,3,36,108.65,88.06,23.03,656.81,100.23,757.05,616.42,646.1399707031251,141,616.4200000000001,209.78997222900398,101.13997070312507,545.0,111.0,2018-03-11
31743,2018-03-05,3,36,76.37,88.06,23.03,652.55,100.23,752.78,616.42,680.769967956543,136,616.4200000000001,177.13997070312507,100.76996795654304,580.0,73.0,2018-03-12
31744,2018-03-06,3,36,87.97,88.06,23.03,650.21,100.23,750.44,616.42,665.7999667358399,134,616.4200000000001,188.76996795654304,100.79996673583992,565.0,85.0,2018-03-13
31745,2018-03-07,3,36,86.45,88.06,23.03,651.5,100.23,751.74,616.42,664.3499697875977,135,616.4200000000001,186.79996673583992,100.34996978759773,564.0,88.0,2018-03-14
31746,2018-03-08,3,36,91.58,88.06,23.03,650.72,100.23,750.96,616.42,660.769967956543,135,616.4200000000001,192.34996978759773,100.76996795654304,560.0,91.0,2018-03-15
31747,2018-03-09,3,36,97.52,88.06,23.03,652.35,100.23,752.58,616.42,654.2499713134766,136,616.4200000000001,197.76996795654304,100.24997131347664,554.0,99.0,2018-03-16
31748,2018-03-10,3,36,106.0,88.06,23.03,653.34,100.23,753.57,616.42,647.2499713134766,137,616.4200000000001,206.24997131347664,100.24997131347664,547.0,107.0,2018-03-17
31749,2018-03-11,3,36,110.91,88.06,23.03,652.97,100.23,753.2,616.42,643.3399676513673,137,616.4200000000001,211.24997131347664,100.33996765136726,543.0,110.0,2018-03-18
31750,2018-03-12,3,36,72.11,88.06,23.03,654.51,100.23,754.74,616.42,681.2299670410157,138,616.4200000000001,173.33996765136726,101.2299670410157,580.0,74.0,2018-03-19
31751,2018-03-13,3,36,85.64,88.06,23.03,653.2,100.23,753.43,616.42,669.5899676513673,137,616.4200000000001,186.2299670410157,100.58996765136726,569.0,84.0,2018-03-20
31752,2018-03-14,3,36,87.74,88.06,23.03,651.85,100.23,752.08,616.42,665.8499697875977,136,616.4200000000001,188.58996765136726,100.84996978759773,565.0,87.0,2018-03-21
31753,2018-03-15,3,36,90.8,88.06,23.03,651.04,100.23,751.27,616.42,662.0499667358399,135,616.4200000000001,191.84996978759773,101.04996673583992,561.0,90.0,2018-03-22
31754,2018-03-16,3,36,99.14,88.06,23.03,649.73,100.23,749.96,616.42,652.9099673461915,134,616.4200000000001,200.04996673583992,100.90996734619148,552.0,98.0,2018-03-23
31755,2018-03-17,3,36,107.0,88.06,23.03,648.16,100.23,748.39,616.42,643.9099673461915,132,616.4200000000001,207.90996734619148,100.90996734619148,543.0,105.0,2018-03-24
31756,2018-03-18,3,36,110.54,88.06,23.03,646.56,100.23,746.79,616.42,638.3699664306641,130,616.4200000000001,210.90996734619148,100.36996643066414,538.0,109.0,2018-03-25
31757,2018-03-19,3,36,73.65,88.06,23.03,645.42,100.23,745.65,616.42,673.7199649047852,129,616.4200000000001,174.36996643066414,100.71996490478523,573.0,72.0,2018-03-26
31758,2018-03-20,3,36,84.33,88.06,23.03,645.63,100.23,745.87,616.42,661.3899630737305,129,616.4200000000001,184.71996490478523,100.38996307373054,561.0,85.0,2018-03-27
31759,2018-03-21,3,36,86.39,88.06,23.03,645.88,100.23,746.11,616.42,659.9999636840821,130,616.4200000000001,187.38996307373054,100.9999636840821,559.0,87.0,2018-03-28
31760,2018-03-22,3,36,89.99,88.06,23.03,650.25,100.23,750.48,616.42,657.0099658203126,134,616.4200000000001,190.9999636840821,101.00996582031257,556.0,94.0,2018-03-29
31761,2018-03-23,3,36,97.84,88.06,23.03,650.78,100.23,751.01,616.42,653.169969482422,135,616.4200000000001,199.00996582031257,101.16996948242195,552.0,98.0,2018-03-30
31762,2018-03-24,3,36,105.43,88.06,23.03,652.18,100.23,752.42,616.42,645.7399691772462,136,616.4200000000001,206.16996948242195,100.73996917724617,545.0,107.0,2018-03-31
31763,2018-03-25,3,36,108.94,88.06,23.03,616.42,100.23,716.66,616.42,643.7999667358399,100,616.4200000000001,209.73996917724617,100.79996673583992,543.0,73.0,2018-04-01
31764,2018-03-26,3,36,72.51,88.06,23.03,616.42,100.23,716.66,616.42,644.2899645996094,100,616.4200000000001,172.79996673583992,100.28996459960945,544.0,73.0,2018-04-02
31765,2018-03-27,3,36,84.54,88.06,23.03,616.42,100.23,716.66,616.42,632.7499636840821,100,616.4200000000001,185.28996459960945,100.7499636840821,532.0,84.0,2018-04-03
31766,2018-03-28,3,36,86.64,88.06,23.03,616.42,100.23,716.66,616.42,630.1099642944337,100,616.4200000000001,187.7499636840821,101.10996429443367,529.0,87.0,2018-04-04
31767,2018-03-29,3,36,94.36,88.06,23.03,616.42,100.23,716.66,616.42,622.7499636840821,100,616.4200000000001,195.10996429443367,100.7499636840821,522.0,94.0,2018-04-05
31768,2018-03-30,3,36,98.36,88.06,23.03,616.42,100.23,716.66,616.42,618.3899630737305,100,616.4200000000001,198.7499636840821,100.38996307373054,518.0,99.0,2018-04-06
31769,2018-03-31,3,36,106.83,88.06,23.03,616.42,100.23,716.66,616.42,610.5599612426759,100,616.4200000000001,207.38996307373054,100.55996124267585,510.0,107.0,2018-04-07
32580,2018-01-01,3,37,21.39,33.61,9.75,197.46,42.43,239.89,235.27,213.88000061035154,5,235.26999999999998,235.26999999999998,213.88000061035154,0.0,27.0,2018-01-08
32581,2018-01-02,3,37,25.36,33.61,9.75,199.09,42.43,241.52,235.27,215.51999999999998,6,235.26999999999998,213.88000061035154,188.51999999999998,27.0,27.0,2018-01-09
32582,2018-01-03,3,37,25.56,33.61,9.75,199.94,42.43,242.37,235.27,216.9600005340576,7,235.26999999999998,188.51999999999998,162.9600005340576,54.0,26.0,2018-01-10
32583,2018-01-04,3,37,28.07,33.61,9.75,199.47,42.43,241.89,235.27,214.89000083923338,7,235.26999999999998,162.9600005340576,134.89000083923338,80.0,27.0,2018-01-11
32584,2018-01-05,3,37,30.41,33.61,9.75,199.37,42.43,241.8,235.27,211.48000099182127,7,235.26999999999998,134.89000083923338,104.48000099182127,107.0,31.0,2018-01-12
32585,2018-01-06,3,37,31.78,33.61,9.75,199.02,42.43,241.45,235.27,210.70000030517576,6,235.26999999999998,104.48000099182127,72.70000030517576,138.0,31.0,2018-01-13
32586,2018-01-07,3,37,33.44,33.61,9.75,198.64,42.43,241.07,235.27,208.26000167846678,6,235.26999999999998,72.70000030517576,39.26000167846678,169.0,33.0,2018-01-14
32587,2018-01-08,3,37,22.84,33.61,9.75,198.07,42.43,240.49,235.27,218.4200015258789,5,235.26999999999998,66.26000167846678,43.42000152587889,175.0,23.0,2018-01-15
32588,2018-01-09,3,37,26.99,33.61,9.75,197.37,42.43,239.79,235.27,214.43000175476072,5,235.26999999999998,70.42000152587889,43.430001754760724,171.0,26.0,2018-01-16
32589,2018-01-10,3,37,26.41,33.61,9.75,197.05,42.43,239.47,235.27,214.02000190734861,4,235.26999999999998,69.43000175476072,43.020001907348615,171.0,26.0,2018-01-17
32590,2018-01-11,3,37,27.6,33.61,9.75,197.1,42.43,239.53,235.27,212.4200015258789,4,235.26999999999998,70.02000190734861,42.42000152587889,170.0,28.0,2018-01-18
32591,2018-01-12,3,37,30.32,33.61,9.75,197.22,42.43,239.64,235.27,210.10000183105467,4,235.26999999999998,73.42000152587889,43.10000183105467,167.0,30.0,2018-01-19
32592,2018-01-13,3,37,31.43,33.61,9.75,197.48,42.43,239.91,235.27,208.6700015258789,5,235.26999999999998,74.10000183105467,42.67000152587889,166.0,32.0,2018-01-20
32593,2018-01-14,3,37,33.07,33.61,9.75,197.82,42.43,240.24,235.27,207.60000183105467,5,235.26999999999998,75.67000152587889,42.60000183105467,165.0,33.0,2018-01-21
32594,2018-01-15,3,37,22.26,33.61,9.75,198.13,42.43,240.56,235.27,218.34000160217283,5,235.26999999999998,65.60000183105467,43.34000160217283,175.0,23.0,2018-01-22
32595,2018-01-16,3,37,26.29,33.61,9.75,197.97,42.43,240.4,235.27,215.0500006866455,5,235.26999999999998,69.34000160217283,43.05000068664549,172.0,26.0,2018-01-23
32596,2018-01-17,3,37,26.09,33.61,9.75,197.94,42.43,240.37,235.27,214.9600005340576,5,235.26999999999998,69.05000068664549,42.9600005340576,172.0,26.0,2018-01-24
32597,2018-01-18,3,37,27.65,33.61,9.75,197.89,42.43,240.31,235.27,213.31000091552733,5,235.26999999999998,70.9600005340576,43.310000915527326,170.0,27.0,2018-01-25
32598,2018-01-19,3,37,30.43,33.61,9.75,197.86,42.43,240.29,235.27,209.88000061035154,5,235.26999999999998,73.31000091552733,42.880000610351544,167.0,31.0,2018-01-26
32599,2018-01-20,3,37,31.69,33.61,9.75,198.09,42.43,240.52,235.27,209.19000007629393,5,235.26999999999998,74.88000061035154,43.19000007629393,166.0,32.0,2018-01-27
32600,2018-01-21,3,37,33.4,33.61,9.75,198.27,42.43,240.7,235.27,207.78999855041502,5,235.26999999999998,76.19000007629393,42.78999855041502,165.0,33.0,2018-01-28
32601,2018-01-22,3,37,22.58,33.61,9.75,197.91,42.43,240.33,235.27,218.20999862670897,5,235.26999999999998,65.78999855041502,43.209998626708966,175.0,23.0,2018-01-29
32602,2018-01-23,3,37,26.12,33.61,9.75,197.9,42.43,240.33,235.27,215.08999778747557,5,235.26999999999998,69.20999862670897,43.08999778747557,172.0,26.0,2018-01-30
32603,2018-01-24,3,37,26.06,33.61,9.75,197.9,42.43,240.33,235.27,215.02999832153318,5,235.26999999999998,69.08999778747557,43.029998321533185,172.0,26.0,2018-01-31
32604,2018-01-25,3,37,27.6,33.61,9.75,201.51,42.43,243.93,235.27,213.42999794006346,9,235.26999999999998,70.02999832153318,42.42999794006346,171.0,31.0,2018-02-01
